#bin	bin_low_keV	bin_center_keV	bin_high_keV	counts	error	polarization	polarization_error
509	22.843638	22.866532	22.889426	950.000000	30.822070	0.000000	0.000000
510	22.889426	22.912320	22.935214	1017.000000	31.890437	0.000000	0.000000
511	22.935214	22.958108	22.981002	1038.000000	32.218007	0.000000	0.000000
512	22.981002	23.003896	23.026790	1016.000000	31.874755	0.000000	0.000000
513	23.026790	23.049685	23.072579	1072.000000	32.741411	0.000000	0.000000
514	23.072579	23.095473	23.118367	1029.000000	32.078030	0.000000	0.000000
515	23.118367	23.141261	23.164155	1047.000000	32.357379	0.000000	0.000000
516	23.164155	23.187049	23.209943	1080.000000	32.863353	0.000000	0.000000
517	23.209943	23.232837	23.255731	1127.000000	33.570821	0.000000	0.000000
518	23.255731	23.278625	23.301519	1079.000000	32.848135	0.000000	0.000000
519	23.301519	23.324413	23.347307	1064.000000	32.619013	0.000000	0.000000
520	23.347307	23.370202	23.393096	1047.000000	32.357379	0.000000	0.000000
521	23.393096	23.415990	23.438884	1032.000000	32.124757	0.000000	0.000000
522	23.438884	23.461778	23.484672	1041.000000	32.264532	0.000000	0.000000
523	23.484672	23.507566	23.530460	1074.000000	32.771939	0.000000	0.000000
524	23.530460	23.553354	23.576248	1044.000000	32.310989	0.000000	0.000000
525	23.576248	23.599142	23.622036	1070.000000	32.710854	0.000000	0.000000
526	23.622036	23.644930	23.667824	1061.000000	32.572995	0.000000	0.000000
527	23.667824	23.690719	23.713613	1133.000000	33.660065	0.000000	0.000000
528	23.713613	23.736507	23.759401	1112.000000	33.346664	0.000000	0.000000
529	23.759401	23.782295	23.805189	1066.000000	32.649655	0.000000	0.000000
530	23.805189	23.828083	23.850977	1070.000000	32.710854	0.000000	0.000000
531	23.850977	23.873871	23.896765	1051.000000	32.419130	0.000000	0.000000
532	23.896765	23.919659	23.942553	1109.000000	33.301652	0.000000	0.000000
533	23.942553	23.965447	23.988341	1049.000000	32.388269	0.000000	0.000000
534	23.988341	24.011236	24.034130	1105.000000	33.241540	0.000000	0.000000
535	24.034130	24.057024	24.079918	1066.000000	32.649655	0.000000	0.000000
536	24.079918	24.102812	24.125706	1091.000000	33.030289	0.000000	0.000000
537	24.125706	24.148600	24.171494	1103.000000	33.211444	0.000000	0.000000
538	24.171494	24.194388	24.217282	1045.000000	32.326460	0.000000	0.000000
539	24.217282	24.240176	24.263070	1087.000000	32.969683	0.000000	0.000000
540	24.263070	24.285964	24.308858	1027.000000	32.046841	0.000000	0.000000
541	24.308858	24.331752	24.354647	1082.000000	32.893768	0.000000	0.000000
542	24.354647	24.377541	24.400435	1153.000000	33.955854	0.000000	0.000000
543	24.400435	24.423329	24.446223	1110.000000	33.316662	0.000000	0.000000
544	24.446223	24.469117	24.492011	1004.000000	31.685959	0.000000	0.000000
545	24.492011	24.514905	24.537799	1114.000000	33.376639	0.000000	0.000000
546	24.537799	24.560693	24.583587	1061.000000	32.572995	0.000000	0.000000
547	24.583587	24.606481	24.629375	1067.000000	32.664966	0.000000	0.000000
548	24.629375	24.652269	24.675164	1051.000000	32.419130	0.000000	0.000000
549	24.675164	24.698058	24.720952	1062.000000	32.588341	0.000000	0.000000
550	24.720952	24.743846	24.766740	1065.000000	32.634338	0.000000	0.000000
551	24.766740	24.789634	24.812528	1085.000000	32.939338	0.000000	0.000000
552	24.812528	24.835422	24.858316	1022.000000	31.968735	0.000000	0.000000
553	24.858316	24.881210	24.904104	1094.000000	33.075671	0.000000	0.000000
554	24.904104	24.926998	24.949892	1053.000000	32.449961	0.000000	0.000000
555	24.949892	24.972786	24.995681	1075.000000	32.787193	0.000000	0.000000
556	24.995681	25.018575	25.041469	1070.000000	32.710854	0.000000	0.000000
557	25.041469	25.064363	25.087257	1109.000000	33.301652	0.000000	0.000000
558	25.087257	25.110151	25.133045	1075.000000	32.787193	0.000000	0.000000
559	25.133045	25.155939	25.178833	972.000000	31.176915	0.000000	0.000000
560	25.178833	25.201727	25.224621	1058.000000	32.526912	0.000000	0.000000
561	25.224621	25.247515	25.270409	1058.000000	32.526912	0.000000	0.000000
562	25.270409	25.293303	25.316198	1022.000000	31.968735	0.000000	0.000000
563	25.316198	25.339092	25.361986	1038.000000	32.218007	0.000000	0.000000
564	25.361986	25.384880	25.407774	989.000000	31.448370	0.000000	0.000000
565	25.407774	25.430668	25.453562	1004.000000	31.685959	0.000000	0.000000
566	25.453562	25.476456	25.499350	1004.000000	31.685959	0.000000	0.000000
567	25.499350	25.522244	25.545138	1007.000000	31.733263	0.000000	0.000000
568	25.545138	25.568032	25.590926	1025.000000	32.015621	0.000000	0.000000
569	25.590926	25.613820	25.636715	1039.000000	32.233523	0.000000	0.000000
570	25.636715	25.659609	25.682503	956.000000	30.919250	0.000000	0.000000
571	25.682503	25.705397	25.728291	1012.000000	31.811947	0.000000	0.000000
572	25.728291	25.751185	25.774079	982.000000	31.336879	0.000000	0.000000
573	25.774079	25.796973	25.819867	1001.000000	31.638584	0.000000	0.000000
574	25.819867	25.842761	25.865655	981.000000	31.320920	0.000000	0.000000
575	25.865655	25.888549	25.911443	979.000000	31.288976	0.000000	0.000000
576	25.911443	25.934337	25.957231	896.000000	29.933259	0.000000	0.000000
577	25.957231	25.980126	26.003020	966.000000	31.080541	0.000000	0.000000
578	26.003020	26.025914	26.048808	1017.000000	31.890437	0.000000	0.000000
579	26.048808	26.071702	26.094596	898.000000	29.966648	0.000000	0.000000
580	26.094596	26.117490	26.140384	895.000000	29.916551	0.000000	0.000000
581	26.140384	26.163278	26.186172	910.000000	30.166206	0.000000	0.000000
582	26.186172	26.209066	26.231960	875.000000	29.580399	0.000000	0.000000
583	26.231960	26.254854	26.277748	861.000000	29.342802	0.000000	0.000000
584	26.277748	26.300643	26.323537	852.000000	29.189039	0.000000	0.000000
585	26.323537	26.346431	26.369325	900.000000	30.000000	0.000000	0.000000
586	26.369325	26.392219	26.415113	822.000000	28.670542	0.000000	0.000000
587	26.415113	26.438007	26.460901	802.000000	28.319605	0.000000	0.000000
588	26.460901	26.483795	26.506689	760.000000	27.568098	0.000000	0.000000
589	26.506689	26.529583	26.552477	781.000000	27.946377	0.000000	0.000000
590	26.552477	26.575371	26.598265	665.000000	25.787594	0.000000	0.000000
591	26.598265	26.621160	26.644054	733.000000	27.073973	0.000000	0.000000
592	26.644054	26.666948	26.689842	709.000000	26.627054	0.000000	0.000000
593	26.689842	26.712736	26.735630	710.000000	26.645825	0.000000	0.000000
594	26.735630	26.758524	26.781418	718.000000	26.795522	0.000000	0.000000
595	26.781418	26.804312	26.827206	650.000000	25.495098	0.000000	0.000000
596	26.827206	26.850100	26.872994	662.000000	25.729361	0.000000	0.000000
597	26.872994	26.895888	26.918782	664.000000	25.768197	0.000000	0.000000
598	26.918782	26.941677	26.964571	605.000000	24.596748	0.000000	0.000000
599	26.964571	26.987465	27.010359	633.000000	25.159491	0.000000	0.000000
600	27.010359	27.033253	27.056147	583.000000	24.145393	0.000000	0.000000
601	27.056147	27.079041	27.101935	601.000000	24.515301	0.000000	0.000000
602	27.101935	27.124829	27.147723	600.000000	24.494897	0.000000	0.000000
603	27.147723	27.170617	27.193511	561.000000	23.685439	0.000000	0.000000
604	27.193511	27.216405	27.239299	563.000000	23.727621	0.000000	0.000000
605	27.239299	27.262194	27.285088	572.000000	23.916521	0.000000	0.000000
606	27.285088	27.307982	27.330876	536.000000	23.151674	0.000000	0.000000
607	27.330876	27.353770	27.376664	501.000000	22.383029	0.000000	0.000000
608	27.376664	27.399558	27.422452	524.000000	22.891046	0.000000	0.000000
609	27.422452	27.445346	27.468240	461.000000	21.470911	0.000000	0.000000
610	27.468240	27.491134	27.514028	517.000000	22.737634	0.000000	0.000000
611	27.514028	27.536922	27.559816	512.000000	22.627417	0.000000	0.000000
612	27.559816	27.582710	27.605605	469.000000	21.656408	0.000000	0.000000
613	27.605605	27.628499	27.651393	468.000000	21.633308	0.000000	0.000000
614	27.651393	27.674287	27.697181	454.000000	21.307276	0.000000	0.000000
615	27.697181	27.720075	27.742969	422.000000	20.542639	0.000000	0.000000
616	27.742969	27.765863	27.788757	394.000000	19.849433	0.000000	0.000000
617	27.788757	27.811651	27.834545	410.000000	20.248457	0.000000	0.000000
618	27.834545	27.857439	27.880333	400.000000	20.000000	0.000000	0.000000
619	27.880333	27.903227	27.926122	384.000000	19.595918	0.000000	0.000000
620	27.926122	27.949016	27.971910	401.000000	20.024984	0.000000	0.000000
621	27.971910	27.994804	28.017698	338.000000	18.384776	0.000000	0.000000
622	28.017698	28.040592	28.063486	334.000000	18.275667	0.000000	0.000000
623	28.063486	28.086380	28.109274	332.000000	18.220867	0.000000	0.000000
624	28.109274	28.132168	28.155062	317.000000	17.804494	0.000000	0.000000
625	28.155062	28.177956	28.200850	296.000000	17.204651	0.000000	0.000000
626	28.200850	28.223744	28.246639	264.000000	16.248077	0.000000	0.000000
627	28.246639	28.269533	28.292427	239.000000	15.459625	0.000000	0.000000
628	28.292427	28.315321	28.338215	245.000000	15.652476	0.000000	0.000000
629	28.338215	28.361109	28.384003	227.000000	15.066519	0.000000	0.000000
630	28.384003	28.406897	28.429791	230.000000	15.165751	0.000000	0.000000
631	28.429791	28.452685	28.475579	255.000000	15.968719	0.000000	0.000000
632	28.475579	28.498473	28.521367	225.000000	15.000000	0.000000	0.000000
633	28.521367	28.544261	28.567156	216.000000	14.696938	0.000000	0.000000
634	28.567156	28.590050	28.612944	213.000000	14.594520	0.000000	0.000000
635	28.612944	28.635838	28.658732	196.000000	14.000000	0.000000	0.000000
636	28.658732	28.681626	28.704520	210.000000	14.491377	0.000000	0.000000
637	28.704520	28.727414	28.750308	183.000000	13.527749	0.000000	0.000000
638	28.750308	28.773202	28.796096	176.000000	13.266499	0.000000	0.000000
639	28.796096	28.818990	28.841884	145.000000	12.041595	0.000000	0.000000
640	28.841884	28.864778	28.887673	144.000000	12.000000	0.000000	0.000000
641	28.887673	28.910567	28.933461	148.000000	12.165525	0.000000	0.000000
642	28.933461	28.956355	28.979249	136.000000	11.661904	0.000000	0.000000
643	28.979249	29.002143	29.025037	139.000000	11.789826	0.000000	0.000000
644	29.025037	29.047931	29.070825	148.000000	12.165525	0.000000	0.000000
645	29.070825	29.093719	29.116613	141.000000	11.874342	0.000000	0.000000
646	29.116613	29.139507	29.162401	108.000000	10.392305	0.000000	0.000000
647	29.162401	29.185295	29.208189	125.000000	11.180340	0.000000	0.000000
648	29.208189	29.231084	29.253978	93.000000	9.643651	0.000000	0.000000
649	29.253978	29.276872	29.299766	112.000000	10.583005	0.000000	0.000000
650	29.299766	29.322660	29.345554	101.000000	10.049876	0.000000	0.000000
651	29.345554	29.368448	29.391342	95.000000	9.746794	0.000000	0.000000
652	29.391342	29.414236	29.437130	97.000000	9.848858	0.000000	0.000000
653	29.437130	29.460024	29.482918	75.000000	8.660254	0.000000	0.000000
654	29.482918	29.505812	29.528706	70.000000	8.366600	0.000000	0.000000
655	29.528706	29.551601	29.574495	64.000000	8.000000	0.000000	0.000000
656	29.574495	29.597389	29.620283	57.000000	7.549834	0.000000	0.000000
657	29.620283	29.643177	29.666071	44.000000	6.633250	0.000000	0.000000
658	29.666071	29.688965	29.711859	40.000000	6.324555	0.000000	0.000000
659	29.711859	29.734753	29.757647	40.000000	6.324555	0.000000	0.000000
660	29.757647	29.780541	29.803435	34.000000	5.830952	0.000000	0.000000
661	29.803435	29.826329	29.849223	21.000000	4.582576	0.000000	0.000000
662	29.849223	29.872118	29.895012	24.000000	4.898979	0.000000	0.000000
663	29.895012	29.917906	29.940800	14.000000	3.741657	0.000000	0.000000
664	29.940800	29.963694	29.986588	8.000000	2.828427	0.000000	0.000000
665	29.986588	30.009482	30.032376	5.000000	2.236068	0.000000	0.000000
666	30.032376	30.055270	30.078164	4.000000	2.000000	0.000000	0.000000
667	30.078164	30.101058	30.123952	3.000000	1.732051	0.000000	0.000000
668	30.123952	30.146846	30.169740	3.000000	1.732051	0.000000	0.000000
669	30.169740	30.192635	30.215529	4.000000	2.000000	0.000000	0.000000
670	30.215529	30.238423	30.261317	0.000000	0.000000	0.000000	0.000000
671	30.261317	30.284211	30.307105	0.000000	0.000000	0.000000	0.000000
672	30.307105	30.329999	30.352893	1.000000	1.000000	0.000000	0.000000
673	30.352893	30.375787	30.398681	0.000000	0.000000	0.000000	0.000000
674	30.398681	30.421575	30.444469	1.000000	1.000000	0.000000	0.000000
675	30.444469	30.467363	30.490257	0.000000	0.000000	0.000000	0.000000
676	30.490257	30.513152	30.536046	0.000000	0.000000	0.000000	0.000000
677	30.536046	30.558940	30.581834	0.000000	0.000000	0.000000	0.000000
678	30.581834	30.604728	30.627622	0.000000	0.000000	0.000000	0.000000
679	30.627622	30.650516	30.673410	1.000000	1.000000	0.000000	0.000000
680	30.673410	30.696304	30.719198	0.000000	0.000000	0.000000	0.000000
681	30.719198	30.742092	30.764986	0.000000	0.000000	0.000000	0.000000
682	30.764986	30.787880	30.810774	0.000000	0.000000	0.000000	0.000000
683	30.810774	30.833668	30.856563	0.000000	0.000000	0.000000	0.000000
684	30.856563	30.879457	30.902351	0.000000	0.000000	0.000000	0.000000
685	30.902351	30.925245	30.948139	0.000000	0.000000	0.000000	0.000000
686	30.948139	30.971033	30.993927	0.000000	0.000000	0.000000	0.000000
687	30.993927	31.016821	31.039715	0.000000	0.000000	0.000000	0.000000
688	31.039715	31.062609	31.085503	0.000000	0.000000	0.000000	0.000000
689	31.085503	31.108397	31.131291	0.000000	0.000000	0.000000	0.000000
690	31.131291	31.154185	31.177080	0.000000	0.000000	0.000000	0.000000
691	31.177080	31.199974	31.222868	0.000000	0.000000	0.000000	0.000000
692	31.222868	31.245762	31.268656	0.000000	0.000000	0.000000	0.000000
693	31.268656	31.291550	31.314444	0.000000	0.000000	0.000000	0.000000
694	31.314444	31.337338	31.360232	0.000000	0.000000	0.000000	0.000000
695	31.360232	31.383126	31.406020	0.000000	0.000000	0.000000	0.000000
696	31.406020	31.428914	31.451808	0.000000	0.000000	0.000000	0.000000
697	31.451808	31.474702	31.497597	0.000000	0.000000	0.000000	0.000000
698	31.497597	31.520491	31.543385	0.000000	0.000000	0.000000	0.000000
699	31.543385	31.566279	31.589173	0.000000	0.000000	0.000000	0.000000
700	31.589173	31.612067	31.634961	0.000000	0.000000	0.000000	0.000000
701	31.634961	31.657855	31.680749	0.000000	0.000000	0.000000	0.000000
702	31.680749	31.703643	31.726537	0.000000	0.000000	0.000000	0.000000
703	31.726537	31.749431	31.772325	0.000000	0.000000	0.000000	0.000000
704	31.772325	31.795219	31.818114	0.000000	0.000000	0.000000	0.000000
705	31.818114	31.841008	31.863902	0.000000	0.000000	0.000000	0.000000
706	31.863902	31.886796	31.909690	0.000000	0.000000	0.000000	0.000000
707	31.909690	31.932584	31.955478	0.000000	0.000000	0.000000	0.000000
708	31.955478	31.978372	32.001266	1.000000	1.000000	0.000000	0.000000
709	32.001266	32.024160	32.047054	0.000000	0.000000	0.000000	0.000000
710	32.047054	32.069948	32.092842	0.000000	0.000000	0.000000	0.000000
711	32.092842	32.115736	32.138631	0.000000	0.000000	0.000000	0.000000
712	32.138631	32.161525	32.184419	0.000000	0.000000	0.000000	0.000000
713	32.184419	32.207313	32.230207	0.000000	0.000000	0.000000	0.000000
714	32.230207	32.253101	32.275995	0.000000	0.000000	0.000000	0.000000
715	32.275995	32.298889	32.321783	0.000000	0.000000	0.000000	0.000000
716	32.321783	32.344677	32.367571	0.000000	0.000000	0.000000	0.000000
717	32.367571	32.390465	32.413359	0.000000	0.000000	0.000000	0.000000
718	32.413359	32.436253	32.459147	0.000000	0.000000	0.000000	0.000000
719	32.459147	32.482042	32.504936	0.000000	0.000000	0.000000	0.000000
720	32.504936	32.527830	32.550724	1.000000	1.000000	0.000000	0.000000
721	32.550724	32.573618	32.596512	0.000000	0.000000	0.000000	0.000000
722	32.596512	32.619406	32.642300	0.000000	0.000000	0.000000	0.000000
723	32.642300	32.665194	32.688088	0.000000	0.000000	0.000000	0.000000
724	32.688088	32.710982	32.733876	1.000000	1.000000	0.000000	0.000000
725	32.733876	32.756770	32.779664	0.000000	0.000000	0.000000	0.000000
726	32.779664	32.802559	32.825453	0.000000	0.000000	0.000000	0.000000
727	32.825453	32.848347	32.871241	0.000000	0.000000	0.000000	0.000000
728	32.871241	32.894135	32.917029	0.000000	0.000000	0.000000	0.000000
729	32.917029	32.939923	32.962817	0.000000	0.000000	0.000000	0.000000
730	32.962817	32.985711	33.008605	0.000000	0.000000	0.000000	0.000000
731	33.008605	33.031499	33.054393	0.000000	0.000000	0.000000	0.000000
732	33.054393	33.077287	33.100181	0.000000	0.000000	0.000000	0.000000
733	33.100181	33.123076	33.145970	0.000000	0.000000	0.000000	0.000000
734	33.145970	33.168864	33.191758	0.000000	0.000000	0.000000	0.000000
735	33.191758	33.214652	33.237546	0.000000	0.000000	0.000000	0.000000
736	33.237546	33.260440	33.283334	0.000000	0.000000	0.000000	0.000000
737	33.283334	33.306228	33.329122	0.000000	0.000000	0.000000	0.000000
738	33.329122	33.352016	33.374910	0.000000	0.000000	0.000000	0.000000
739	33.374910	33.397804	33.420698	0.000000	0.000000	0.000000	0.000000
740	33.420698	33.443593	33.466487	0.000000	0.000000	0.000000	0.000000
741	33.466487	33.489381	33.512275	0.000000	0.000000	0.000000	0.000000
742	33.512275	33.535169	33.558063	0.000000	0.000000	0.000000	0.000000
743	33.558063	33.580957	33.603851	0.000000	0.000000	0.000000	0.000000
744	33.603851	33.626745	33.649639	0.000000	0.000000	0.000000	0.000000
745	33.649639	33.672533	33.695427	0.000000	0.000000	0.000000	0.000000
746	33.695427	33.718321	33.741215	0.000000	0.000000	0.000000	0.000000
747	33.741215	33.764110	33.787004	0.000000	0.000000	0.000000	0.000000
748	33.787004	33.809898	33.832792	0.000000	0.000000	0.000000	0.000000
749	33.832792	33.855686	33.878580	0.000000	0.000000	0.000000	0.000000
750	33.878580	33.901474	33.924368	0.000000	0.000000	0.000000	0.000000
751	33.924368	33.947262	33.970156	1.000000	1.000000	0.000000	0.000000
752	33.970156	33.993050	34.015944	0.000000	0.000000	0.000000	0.000000
753	34.015944	34.038838	34.061732	0.000000	0.000000	0.000000	0.000000
754	34.061732	34.084626	34.107521	0.000000	0.000000	0.000000	0.000000
755	34.107521	34.130415	34.153309	0.000000	0.000000	0.000000	0.000000
756	34.153309	34.176203	34.199097	0.000000	0.000000	0.000000	0.000000
757	34.199097	34.221991	34.244885	0.000000	0.000000	0.000000	0.000000
758	34.244885	34.267779	34.290673	0.000000	0.000000	0.000000	0.000000
759	34.290673	34.313567	34.336461	0.000000	0.000000	0.000000	0.000000
760	34.336461	34.359355	34.382249	0.000000	0.000000	0.000000	0.000000
761	34.382249	34.405143	34.428038	1.000000	1.000000	0.000000	0.000000
762	34.428038	34.450932	34.473826	0.000000	0.000000	0.000000	0.000000
763	34.473826	34.496720	34.519614	0.000000	0.000000	0.000000	0.000000
764	34.519614	34.542508	34.565402	0.000000	0.000000	0.000000	0.000000
765	34.565402	34.588296	34.611190	0.000000	0.000000	0.000000	0.000000
766	34.611190	34.634084	34.656978	0.000000	0.000000	0.000000	0.000000
767	34.656978	34.679872	34.702766	0.000000	0.000000	0.000000	0.000000
768	34.702766	34.725660	34.748555	0.000000	0.000000	0.000000	0.000000
769	34.748555	34.771449	34.794343	0.000000	0.000000	0.000000	0.000000
770	34.794343	34.817237	34.840131	1.000000	1.000000	0.000000	0.000000
771	34.840131	34.863025	34.885919	1.000000	1.000000	0.000000	0.000000
772	34.885919	34.908813	34.931707	0.000000	0.000000	0.000000	0.000000
773	34.931707	34.954601	34.977495	0.000000	0.000000	0.000000	0.000000
774	34.977495	35.000389	35.023283	0.000000	0.000000	0.000000	0.000000
775	35.023283	35.046177	35.069072	0.000000	0.000000	0.000000	0.000000
776	35.069072	35.091966	35.114860	0.000000	0.000000	0.000000	0.000000
777	35.114860	35.137754	35.160648	0.000000	0.000000	0.000000	0.000000
778	35.160648	35.183542	35.206436	0.000000	0.000000	0.000000	0.000000
779	35.206436	35.229330	35.252224	1.000000	1.000000	0.000000	0.000000
780	35.252224	35.275118	35.298012	0.000000	0.000000	0.000000	0.000000
781	35.298012	35.320906	35.343800	0.000000	0.000000	0.000000	0.000000
782	35.343800	35.366694	35.389589	0.000000	0.000000	0.000000	0.000000
783	35.389589	35.412483	35.435377	0.000000	0.000000	0.000000	0.000000
784	35.435377	35.458271	35.481165	0.000000	0.000000	0.000000	0.000000
785	35.481165	35.504059	35.526953	0.000000	0.000000	0.000000	0.000000
786	35.526953	35.549847	35.572741	0.000000	0.000000	0.000000	0.000000
787	35.572741	35.595635	35.618529	0.000000	0.000000	0.000000	0.000000
788	35.618529	35.641423	35.664317	0.000000	0.000000	0.000000	0.000000
789	35.664317	35.687211	35.710105	0.000000	0.000000	0.000000	0.000000
790	35.710105	35.733000	35.755894	0.000000	0.000000	0.000000	0.000000
791	35.755894	35.778788	35.801682	0.000000	0.000000	0.000000	0.000000
792	35.801682	35.824576	35.847470	0.000000	0.000000	0.000000	0.000000
793	35.847470	35.870364	35.893258	0.000000	0.000000	0.000000	0.000000
794	35.893258	35.916152	35.939046	0.000000	0.000000	0.000000	0.000000
795	35.939046	35.961940	35.984834	0.000000	0.000000	0.000000	0.000000
796	35.984834	36.007728	36.030622	0.000000	0.000000	0.000000	0.000000
797	36.030622	36.053517	36.076411	0.000000	0.000000	0.000000	0.000000
798	36.076411	36.099305	36.122199	0.000000	0.000000	0.000000	0.000000
799	36.122199	36.145093	36.167987	0.000000	0.000000	0.000000	0.000000
800	36.167987	36.190881	36.213775	0.000000	0.000000	0.000000	0.000000
801	36.213775	36.236669	36.259563	0.000000	0.000000	0.000000	0.000000
802	36.259563	36.282457	36.305351	0.000000	0.000000	0.000000	0.000000
803	36.305351	36.328245	36.351139	0.000000	0.000000	0.000000	0.000000
804	36.351139	36.374034	36.396928	0.000000	0.000000	0.000000	0.000000
805	36.396928	36.419822	36.442716	0.000000	0.000000	0.000000	0.000000
806	36.442716	36.465610	36.488504	0.000000	0.000000	0.000000	0.000000
807	36.488504	36.511398	36.534292	0.000000	0.000000	0.000000	0.000000
808	36.534292	36.557186	36.580080	0.000000	0.000000	0.000000	0.000000
809	36.580080	36.602974	36.625868	0.000000	0.000000	0.000000	0.000000
810	36.625868	36.648762	36.671656	0.000000	0.000000	0.000000	0.000000
811	36.671656	36.694551	36.717445	0.000000	0.000000	0.000000	0.000000
812	36.717445	36.740339	36.763233	0.000000	0.000000	0.000000	0.000000
813	36.763233	36.786127	36.809021	0.000000	0.000000	0.000000	0.000000
814	36.809021	36.831915	36.854809	0.000000	0.000000	0.000000	0.000000
815	36.854809	36.877703	36.900597	0.000000	0.000000	0.000000	0.000000
816	36.900597	36.923491	36.946385	0.000000	0.000000	0.000000	0.000000
817	36.946385	36.969279	36.992173	0.000000	0.000000	0.000000	0.000000
818	36.992173	37.015068	37.037962	0.000000	0.000000	0.000000	0.000000
819	37.037962	37.060856	37.083750	0.000000	0.000000	0.000000	0.000000
820	37.083750	37.106644	37.129538	0.000000	0.000000	0.000000	0.000000
821	37.129538	37.152432	37.175326	0.000000	0.000000	0.000000	0.000000
822	37.175326	37.198220	37.221114	0.000000	0.000000	0.000000	0.000000
823	37.221114	37.244008	37.266902	0.000000	0.000000	0.000000	0.000000
824	37.266902	37.289796	37.312690	0.000000	0.000000	0.000000	0.000000
825	37.312690	37.335584	37.358479	0.000000	0.000000	0.000000	0.000000
826	37.358479	37.381373	37.404267	0.000000	0.000000	0.000000	0.000000
827	37.404267	37.427161	37.450055	0.000000	0.000000	0.000000	0.000000
828	37.450055	37.472949	37.495843	1.000000	1.000000	0.000000	0.000000
829	37.495843	37.518737	37.541631	1.000000	1.000000	0.000000	0.000000
830	37.541631	37.564525	37.587419	0.000000	0.000000	0.000000	0.000000
831	37.587419	37.610313	37.633207	0.000000	0.000000	0.000000	0.000000
832	37.633207	37.656101	37.678996	0.000000	0.000000	0.000000	0.000000
833	37.678996	37.701890	37.724784	0.000000	0.000000	0.000000	0.000000
834	37.724784	37.747678	37.770572	0.000000	0.000000	0.000000	0.000000
835	37.770572	37.793466	37.816360	0.000000	0.000000	0.000000	0.000000
836	37.816360	37.839254	37.862148	0.000000	0.000000	0.000000	0.000000
837	37.862148	37.885042	37.907936	0.000000	0.000000	0.000000	0.000000
838	37.907936	37.930830	37.953724	0.000000	0.000000	0.000000	0.000000
839	37.953724	37.976618	37.999513	1.000000	1.000000	0.000000	0.000000
840	37.999513	38.022407	38.045301	1.000000	1.000000	0.000000	0.000000
841	38.045301	38.068195	38.091089	0.000000	0.000000	0.000000	0.000000
842	38.091089	38.113983	38.136877	0.000000	0.000000	0.000000	0.000000
843	38.136877	38.159771	38.182665	0.000000	0.000000	0.000000	0.000000
844	38.182665	38.205559	38.228453	0.000000	0.000000	0.000000	0.000000
845	38.228453	38.251347	38.274241	1.000000	1.000000	0.000000	0.000000
846	38.274241	38.297135	38.320030	0.000000	0.000000	0.000000	0.000000
847	38.320030	38.342924	38.365818	0.000000	0.000000	0.000000	0.000000
848	38.365818	38.388712	38.411606	0.000000	0.000000	0.000000	0.000000
849	38.411606	38.434500	38.457394	0.000000	0.000000	0.000000	0.000000
850	38.457394	38.480288	38.503182	0.000000	0.000000	0.000000	0.000000
851	38.503182	38.526076	38.548970	0.000000	0.000000	0.000000	0.000000
852	38.548970	38.571864	38.594758	0.000000	0.000000	0.000000	0.000000
853	38.594758	38.617652	38.640546	0.000000	0.000000	0.000000	0.000000
854	38.640546	38.663441	38.686335	0.000000	0.000000	0.000000	0.000000
855	38.686335	38.709229	38.732123	0.000000	0.000000	0.000000	0.000000
856	38.732123	38.755017	38.777911	0.000000	0.000000	0.000000	0.000000
857	38.777911	38.800805	38.823699	0.000000	0.000000	0.000000	0.000000
858	38.823699	38.846593	38.869487	0.000000	0.000000	0.000000	0.000000
859	38.869487	38.892381	38.915275	0.000000	0.000000	0.000000	0.000000
860	38.915275	38.938169	38.961063	0.000000	0.000000	0.000000	0.000000
861	38.961063	38.983958	39.006852	0.000000	0.000000	0.000000	0.000000
862	39.006852	39.029746	39.052640	0.000000	0.000000	0.000000	0.000000
863	39.052640	39.075534	39.098428	0.000000	0.000000	0.000000	0.000000
864	39.098428	39.121322	39.144216	0.000000	0.000000	0.000000	0.000000
865	39.144216	39.167110	39.190004	0.000000	0.000000	0.000000	0.000000
866	39.190004	39.212898	39.235792	0.000000	0.000000	0.000000	0.000000
867	39.235792	39.258686	39.281580	0.000000	0.000000	0.000000	0.000000
868	39.281580	39.304475	39.327369	0.000000	0.000000	0.000000	0.000000
869	39.327369	39.350263	39.373157	0.000000	0.000000	0.000000	0.000000
870	39.373157	39.396051	39.418945	0.000000	0.000000	0.000000	0.000000
871	39.418945	39.441839	39.464733	0.000000	0.000000	0.000000	0.000000
872	39.464733	39.487627	39.510521	0.000000	0.000000	0.000000	0.000000
873	39.510521	39.533415	39.556309	0.000000	0.000000	0.000000	0.000000
874	39.556309	39.579203	39.602097	0.000000	0.000000	0.000000	0.000000
875	39.602097	39.624992	39.647886	0.000000	0.000000	0.000000	0.000000
876	39.647886	39.670780	39.693674	0.000000	0.000000	0.000000	0.000000
877	39.693674	39.716568	39.739462	0.000000	0.000000	0.000000	0.000000
878	39.739462	39.762356	39.785250	0.000000	0.000000	0.000000	0.000000
879	39.785250	39.808144	39.831038	0.000000	0.000000	0.000000	0.000000
880	39.831038	39.853932	39.876826	0.000000	0.000000	0.000000	0.000000
881	39.876826	39.899720	39.922614	1.000000	1.000000	0.000000	0.000000
882	39.922614	39.945509	39.968403	2.000000	1.414214	0.000000	0.000000
883	39.968403	39.991297	40.014191	0.000000	0.000000	0.000000	0.000000
